species;year;month;lon;lat
Pelophylax perezi;2011;4;-7,890889;37,17986
Pelophylax perezi;2020;12;-6,190418;38,98429
Pelophylax perezi;2004;1;-8,710543;39,52236
Pelophylax perezi;2004;1;-7,931254;37,17473
Pelophylax perezi;1977;7;3,33333;36,73333
Pelophylax perezi;2016;4;-5,490802;36,46209
Pelophylax perezi;2021;5;-4,950362;36,78819
Pelophylax perezi;2005;5;-7,442542;39,7751
Pelophylax perezi;2015;4;-6,028186;39,8452
Pelophylax perezi;2014;5;-4,18;37,46
Pelophylax perezi;2003;5;-7,345166;39,97547
Pelophylax perezi;2006;1;-4,91;39,24
Pelophylax perezi;1977;7;3,33333;36,73333
Pelophylax perezi;2019;11;-6,880211;37,78422
Pelophylax perezi;2011;6;-1,04;39,76
Pelophylax perezi;2022;2;-4,29;37,11
Pelophylax perezi;2006;1;-5,48;38,87
Pelophylax perezi;2021;12;-9,147594;38,65529
Pelophylax perezi;2017;12;-5,654379;36,05669
Pelophylax perezi;2018;9;-5,642643;36,09004
Pelophylax perezi;1997;7;-7,31909;39,33037
Pelophylax perezi;2006;1;-5,59;38,87
Pelophylax perezi;2006;1;-5,75;36,97
Pelophylax perezi;2020;2;-5,352125;36,75557
Pelophylax perezi;2016;4;-8,809834;39,60708
Pelophylax perezi;2020;11;-7,094247;39,17561
Pelophylax perezi;2006;1;-5,98;39,85
Pelophylax perezi;2006;1;-6,5;39,41
Pelophylax perezi;2004;6;-8,410932;39,95518
Pelophylax perezi;1958;1;-5,711029;-15,96278
Pelophylax perezi;2006;1;-4,78;38,52
Pelophylax perezi;2006;1;-6,02;39,76
Pelophylax perezi;2006;1;-5,75;36,88
Pelophylax perezi;2004;1;-7,90881;38,70663
Pelophylax perezi;2019;3;-6,344145;37,60673
Pelophylax perezi;1990;1;-8,555806;37,8963
Pelophylax perezi;2020;2;-5,351828;36,75553
Pelophylax perezi;2006;1;-6;37,5
Pelophylax perezi;2003;4;-8,555165;39,16068
Pelophylax perezi;2007;1;-8,269232;38,97005
Pelophylax perezi;2012;8;2,709656;39,76463
Pelophylax perezi;2006;1;-3,39;36,73
Pelophylax perezi;2006;1;-3,76;39,52
Pelophylax perezi;2004;3;-6,566691;37,0485
Pelophylax perezi;2022;6;-8,776233;37,35293
Pelophylax perezi;2006;6;-0,33;39,81
Pelophylax perezi;2005;6;-8,270834;38,47803
Pelophylax perezi;2021;12;2,919513;39,87322
Pelophylax perezi;2016;3;-3,976102;38,2244
Pelophylax perezi;2004;1;-8,492621;37,44887
Pelophylax perezi;2017;7;-2,873053;38,01039
Pelophylax perezi;2006;1;-3,51;37,36
Pelophylax perezi;2022;5;-4,572568;36,59248
Pelophylax perezi;2013;5;-5,627242;37,88724
Pelophylax perezi;2005;1;-7,364858;39,70221
Pelophylax perezi;2020;11;-7,048835;37,21701
Pelophylax perezi;2017;5;-7,364137;39,45148
Pelophylax perezi;2007;1;-8,372539;37,65466
Pelophylax perezi;2006;1;-5,8;38,23
Pelophylax perezi;2006;1;-6,78;37,88
Pelophylax perezi;2020;11;-5,979702;37,31073
Pelophylax perezi;2004;1;-7,193815;39,68887
Pelophylax perezi;1987;9;-0,5;38,68
Pelophylax perezi;2006;1;-5,02;38,88
Pelophylax perezi;2009;3;-8,010439;37,20966
Pelophylax perezi;2019;3;-6,044028;37,837
Pelophylax perezi;2006;1;-2,37;38,44
Pelophylax perezi;2010;5;-4,883673;36,70383
Pelophylax perezi;2019;6;-5,404213;36,49484
Pelophylax perezi;2019;3;-3,55;36,72
Pelophylax perezi;1991;1;-0,97;39,24
Pelophylax perezi;2006;1;-14,03;28,43
Pelophylax perezi;1958;1;-5,711029;-15,96278
Pelophylax perezi;2006;1;-3,99;39,61
Pelophylax perezi;2020;5;-6,008005;37,37498
Pelophylax perezi;2006;1;-2,6;37,54
Pelophylax perezi;2007;1;-8,407454;38,20319
Pelophylax perezi;2003;5;-7,065435;39,89351
Pelophylax perezi;2017;6;-2,950689;36,75156
Pelophylax perezi;2011;7;-0,19;38,75
Pelophylax perezi;2004;4;-8,487605;38,14763
Pelophylax perezi;2020;3;-9,292146;39,2792
Pelophylax perezi;2018;2;-5,760833;37,90613
Pelophylax perezi;2004;1;-7,588357;37,44154
Pelophylax perezi;2014;5;-5,547207;37,8531
Pelophylax perezi;1990;1;-8,481284;38,46639
Pelophylax perezi;2017;3;-8,568424;38,11109
Pelophylax perezi;2007;1;-6,956221;38,01351
Pelophylax perezi;2019;8;-4,802176;39,21597
Pelophylax perezi;2020;11;-5,848307;38,89006
Pelophylax perezi;2021;5;-5,331871;36,74391
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2005;5;-8,375923;39,34913
Pelophylax perezi;2004;6;-7,91352;39,91464
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2020;11;-6,857353;38,51764
Pelophylax perezi;2006;1;-2,37;38,35
Pelophylax perezi;1997;1;-0,65;38,51
Pelophylax perezi;2004;1;-7,673834;38,97453
Pelophylax perezi;2006;1;-4,76;37,89
Pelophylax perezi;2019;5;-3,45;37,16
Pelophylax perezi;2022;3;-0,365453;39,47708
Pelophylax perezi;2021;2;-8,298712;37,393
Pelophylax perezi;2006;1;-3,39;37,27
Pelophylax perezi;2007;1;-8,244482;38,88233
Pelophylax perezi;2017;5;-6,039546;37,86025
Pelophylax perezi;1990;1;-8,233656;38,42197
Pelophylax perezi;2021;4;-6,157807;39,97599
Pelophylax perezi;2007;1;-7,682383;38,9885
Pelophylax perezi;2004;4;-8,256888;38,13332
Pelophylax perezi;2022;6;-8,575238;39,65292
Pelophylax perezi;2006;1;-6,9;37,88
Pelophylax perezi;2007;1;-7,461627;37,27428
Pelophylax perezi;1991;1;-0,38;39,59
Pelophylax perezi;2020;5;-4,768538;37,87928
Pelophylax perezi;2020;5;-5,848599;38,8898
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2016;11;-5,713962;37,93326
Pelophylax perezi;2008;2;-0,54;38,74
Pelophylax perezi;2006;1;-4,23;39,79
Pelophylax perezi;2011;9;-8,998007;39,19765
Pelophylax perezi;1986;4;-9,156904;38,67902
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;1993;1;-7,09203;39,14666
Pelophylax perezi;2013;5;-6,04;39,85
Pelophylax perezi;1961;5;-8,17583;37,23583
Pelophylax perezi;2022;4;-5,818831;39,64663
Pelophylax perezi;2021;3;-4,29;37,07
Pelophylax perezi;2003;3;-9,059419;39,34249
Pelophylax perezi;1997;1;-0,76;38,51
Pelophylax perezi;2020;7;-8,619674;37,64596
Pelophylax perezi;2006;1;-4,32;38,53
Pelophylax perezi;2006;5;-0,69;39,08
Pelophylax perezi;1986;4;-9,156904;38,67902
Pelophylax perezi;2006;1;-2,83;37,27
Pelophylax perezi;2006;1;-6,69;37,16
Pelophylax perezi;2020;12;-4,26;37,11
Pelophylax perezi;2002;1;-8,363988;39,25066
Pelophylax perezi;2011;8;-7,660666;37,64151
Pelophylax perezi;2017;5;-5,433487;38,8975
Pelophylax perezi;2001;10;-7,381258;39,45801
Pelophylax perezi;2006;1;-6,34;37,51
Pelophylax perezi;2006;1;-2,37;38,62
Pelophylax perezi;2007;1;-9,106149;38,99062
Pelophylax perezi;1953;7;-5,111348;33,52795
Pelophylax perezi;1989;1;-1,01;38,07
Pelophylax perezi;2020;6;-7,735826;38,20802
Pelophylax perezi;2017;5;-9,252119;38,76469
Pelophylax perezi;2019;7;-7,876085;39,7327
Pelophylax perezi;2010;7;-0,85;39,04
Pelophylax perezi;2005;4;-8,491979;39,26856
Pelophylax perezi;2006;1;-5,68;38,05
Pelophylax perezi;1974;5;2,883119;30,5837
Pelophylax perezi;2017;11;-5,780789;37,92572
Pelophylax perezi;2004;1;-9,059268;39,16228
Pelophylax perezi;2005;1;-7,096096;39,73835
Pelophylax perezi;2004;11;-8,886161;39,92887
Pelophylax perezi;1990;1;-7,529967;37,53875
Pelophylax perezi;2005;6;-9,009277;38,72171
Pelophylax perezi;2016;11;-5,666471;37,9717
Pelophylax perezi;2004;10;-8,086865;39,33523
Pelophylax perezi;2014;5;-9,187234;38,56681
Pelophylax perezi;2006;1;-2,49;37,81
Pelophylax perezi;2021;10;-7,010221;38,88581
Pelophylax perezi;1974;5;5,447333;22,61833
Pelophylax perezi;2004;6;-8,575602;39,9785
Pelophylax perezi;2015;4;-6,547408;37,14563
Pelophylax perezi;2016;9;-6,568943;37,04431
Pelophylax perezi;2021;12;-6,181958;37,6738
Pelophylax perezi;2006;1;-5,14;39,23
Pelophylax perezi;1952;1;-2,16667;30,13333
Pelophylax perezi;2005;6;-7,502513;39,43926
Pelophylax perezi;2004;1;-8,033446;37,98677
Pelophylax perezi;2002;1;-7,227882;38,33784
Pelophylax perezi;1952;1;-2,16667;30,13333
Pelophylax perezi;2004;1;-8,71973;37,17922
Pelophylax perezi;2009;5;-0,5;38,68
Pelophylax perezi;2010;3;3,115326;39,78503
Pelophylax perezi;1952;3;-2,16667;30,13333
Pelophylax perezi;2004;1;-8,831982;37,35971
Pelophylax perezi;1990;1;-7,900855;37,19099
Pelophylax perezi;2014;3;-5,503675;36,08022
Pelophylax perezi;1990;1;-8,836837;39,69237
Pelophylax perezi;2022;5;-5,371964;36,26955
Pelophylax perezi;2005;5;-8,459035;38,64458
Pelophylax perezi;2006;1;-4,76;37,98
Pelophylax perezi;2008;6;-6,028694;39,8493
Pelophylax perezi;2017;9;-8,61813;37,1476
Pelophylax perezi;2003;12;-7,897653;39,42739
Pelophylax perezi;2005;5;-8,318183;38,6043
Pelophylax perezi;2022;5;-9,153222;38,73864
Pelophylax perezi;2005;5;-8,441633;39,21903
Pelophylax perezi;2019;3;-6,471663;37,13531
Pelophylax perezi;2007;1;-7,24207;39,99153
Pelophylax perezi;2010;7;-0,18;38,83
Pelophylax perezi;2006;1;-2,37;38,53
Pelophylax perezi;1952;1;-2,16667;30,13333
Pelophylax perezi;2022;5;-4,451615;37,19465
Pelophylax perezi;2004;1;-8,716675;37,99041
Pelophylax perezi;2006;5;-0,77;39,08
Pelophylax perezi;2021;11;-4,816487;37,9562
Pelophylax perezi;2005;5;-8,087691;38,71224
Pelophylax perezi;2017;7;-5,478147;37,91563
Pelophylax perezi;2006;1;-6,35;37,24
Pelophylax perezi;2018;5;-6,344513;37,60643
Pelophylax perezi;1974;5;5,447333;22,61833
Pelophylax perezi;2006;1;-5,35;38,6
Pelophylax perezi;1990;1;-8,219828;38,79458
Pelophylax perezi;2004;4;-7,978568;39,87476
Pelophylax perezi;2004;1;-7,473518;37,53023
Pelophylax perezi;1974;5;2,883119;30,5837
Pelophylax perezi;2002;1;-8,62321;38,19608
Pelophylax perezi;2004;6;-8,63725;37,54821
Pelophylax perezi;1990;1;-7,966251;39,58208
Pelophylax perezi;2006;1;-7,02;37,53
Pelophylax perezi;1974;5;5,447333;22,61833
Pelophylax perezi;2018;10;-6,434447;37,04273
Pelophylax perezi;2007;1;-7,628006;38,35204
Pelophylax perezi;1993;1;-8,021338;38,88785
Pelophylax perezi;1974;5;5,447333;22,61833
Pelophylax perezi;2006;1;-5,73;36,25
Pelophylax perezi;2015;2;-4,2;37,41
Pelophylax perezi;2021;2;-4,72;37,91
Pelophylax perezi;1990;1;-8,682191;39,16741
Pelophylax perezi;1974;5;5,447333;22,61833
Pelophylax perezi;1990;1;-8,458649;37,54511
Pelophylax perezi;2020;2;-0,011014;38,74065
Pelophylax perezi;2018;12;-8,06844;38,94748
Pelophylax perezi;2016;4;-0,68;38,24
Pelophylax perezi;2021;7;-4,555216;37,01109
Pelophylax perezi;2019;6;-4,715055;36,87864
Pelophylax perezi;2020;9;-9,273257;38,70029
Pelophylax perezi;2006;1;-2,49;37,9
Pelophylax perezi;1974;5;2,883119;30,5837
Pelophylax perezi;1990;1;-7,628011;38,35203
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2005;6;-8,250426;38,41729
Pelophylax perezi;2004;10;-8,119593;37,91801
Pelophylax perezi;2021;10;-9,199351;38,70615
Pelophylax perezi;2003;10;-6,91047;39,96584
Pelophylax perezi;2021;2;-6,968693;37,25369
Pelophylax perezi;2006;1;-6,69;37,25
Pelophylax perezi;2004;1;-7,433057;39,42206
Pelophylax perezi;2003;1;-8,735216;38,14634
Pelophylax perezi;1990;1;-8,410599;37,36939
Pelophylax perezi;2005;5;-8,265644;37,53781
Pelophylax perezi;2019;7;-6,3071;37,5513
Pelophylax perezi;2006;5;-0,77;39,08
Pelophylax perezi;2021;5;-8,708427;39,61275
Pelophylax perezi;2006;1;-6,91;37,25
Pelophylax perezi;2007;1;-8,005311;39,29758
Pelophylax perezi;2020;8;-7,241589;39,92475
Pelophylax perezi;2011;3;-8,753624;39,46186
Pelophylax perezi;2021;3;-9,292761;39,27887
Pelophylax perezi;2006;1;-6,35;37,15
Pelophylax perezi;2017;6;-6,57;37,04
Pelophylax perezi;2018;11;-7,687499;37,79349
Pelophylax perezi;1990;1;-7,465344;37,73563
Pelophylax perezi;2019;9;-9,421596;38,79345
Pelophylax perezi;2007;1;-6,978705;38,10173
Pelophylax perezi;2011;1;-0,4;38,42
Pelophylax perezi;2003;3;-7,984944;39,24538
Pelophylax perezi;2004;1;-8,71276;38,98171
Pelophylax perezi;2000;1;-7,354427;37,79899
Pelophylax perezi;2019;5;-6,333704;37,59797
Pelophylax perezi;2021;10;-7,009807;38,88581
Pelophylax perezi;1990;1;-7,350017;39,51094
Pelophylax perezi;2004;11;-7,072417;38,965
Pelophylax perezi;2004;1;-8,711659;39,25204
Pelophylax perezi;2004;4;-8,036449;38,06448
Pelophylax perezi;1990;1;-8,800793;37,10612
Pelophylax perezi;2021;9;-0,789468;38,18706
Pelophylax perezi;2019;3;-5,940943;39,6641
Pelophylax perezi;2004;4;-8,126575;38,22022
Pelophylax perezi;2022;6;-9,349437;38,8605
Pelophylax perezi;1991;1;-0,52;38,96
Pelophylax perezi;2010;10;-0,78;39,09
Pelophylax perezi;2006;1;-5,44;37,88
Pelophylax perezi;2010;5;3,134193;39,77411
Pelophylax perezi;2020;4;-7,848062;37,6733
Pelophylax perezi;1993;10;-7,207698;39,1485
Pelophylax perezi;2004;1;-7,433057;39,42206
Pelophylax perezi;2006;1;-1,81;37,45
Pelophylax perezi;2021;5;-8,607555;37,1443
Pelophylax perezi;2006;1;-2,83;37,18
Pelophylax perezi;2004;1;-7,207698;39,1485
Pelophylax perezi;2019;7;-4,838683;36,52373
Pelophylax perezi;2017;4;-6,152369;39,17843
Pelophylax perezi;2019;5;-4,704699;36,64933
Pelophylax perezi;2000;1;-7,808651;37,80446
Pelophylax perezi;1990;1;-7,398009;39,68677
Pelophylax perezi;2006;1;-5,99;37,41
Pelophylax perezi;2007;1;-8,357045;39,69291
Pelophylax perezi;2021;3;-9,241674;39,21672
Pelophylax perezi;1990;1;-8,531384;37,80853
Pelophylax perezi;1990;1;-9,15822;39,16543
Pelophylax perezi;1997;7;-7,316928;39,42044
Pelophylax perezi;2006;1;-5,8;38,14
Pelophylax perezi;2004;1;-8,3696;38,6199
Pelophylax perezi;2007;1;-8,136819;38,07066
Pelophylax perezi;1980;1;-0,26;39,74
Pelophylax perezi;1994;6;-8,243236;39,70045
Pelophylax perezi;2021;9;-8,368735;37,25401
Pelophylax perezi;2006;1;-2,6;37,99
Pelophylax perezi;2005;4;-7,004958;39,81923
Pelophylax perezi;2021;6;-9,381659;38,80287
Pelophylax perezi;2005;6;-8,520573;37,82429
Pelophylax perezi;1999;4;-7,89623;39,51748
Pelophylax perezi;2002;1;-8,396945;38,1073
Pelophylax perezi;2022;4;-8,224454;39,39987
Pelophylax perezi;2006;1;-6,58;37,25
Pelophylax perezi;2002;1;-8,134434;39,06897
Pelophylax perezi;1990;1;-7,470677;39,95037
Pelophylax perezi;1986;4;-8,895785;37,18433
Pelophylax perezi;2006;1;-6,32;37,96
Pelophylax perezi;2004;1;-7,691896;37,98347
Pelophylax perezi;2006;1;-3,76;39,43
Pelophylax perezi;2016;8;-8,434603;39,67925
Pelophylax perezi;2007;1;-7,457109;39,03004
Pelophylax perezi;2020;8;-7,964129;39,55466
Pelophylax perezi;2004;1;-7,32124;39,2403
Pelophylax perezi;2004;1;-8,370388;38,52979
Pelophylax perezi;2010;10;-0,78;39,09
Pelophylax perezi;2008;2;-0,33;39,81
Pelophylax perezi;2019;2;3,125525;39,78202
Pelophylax perezi;2017;7;-5,5;36,46
Pelophylax perezi;2006;1;-6,14;36,97
Pelophylax perezi;1999;4;-7,435071;39,33199
Pelophylax perezi;2022;5;-9,330888;39,35525
Pelophylax perezi;2013;2;-5,78576;37,85272
Pelophylax perezi;2021;9;-4,015232;38,15089
Pelophylax perezi;2020;9;-6,00253;37,40144
Pelophylax perezi;2022;5;-6,87726;38,83596
Pelophylax perezi;2007;1;-8,05728;37,34588
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2006;1;-5,73;36,34
Pelophylax perezi;2007;1;-9,114817;38,61823
Pelophylax perezi;2006;1;-4,84;36,54
Pelophylax perezi;2004;6;-8,413861;39,31576
Pelophylax perezi;1983;5;3,057693;39,91385
Pelophylax perezi;2006;1;-5,1;37,7
Pelophylax perezi;2021;12;-8,954955;37,03531
Pelophylax perezi;2006;1;-2,26;38,17
Pelophylax perezi;2022;3;-5,934373;37,35631
Pelophylax perezi;2005;6;-7,322624;39,44919
Pelophylax perezi;2006;1;-3,51;37,45
Pelophylax perezi;2012;5;-6,504;39,421
Pelophylax perezi;2019;3;-6,499693;37,12602
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2006;1;-6,84;39,68
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2011;2;-4,212921;37,57992
Pelophylax perezi;2015;10;-0,57;38,78
Pelophylax perezi;2017;4;-7,812196;37,03342
Pelophylax perezi;2005;7;-7,067242;39,69266
Pelophylax perezi;2004;1;-7,424915;39,78233
Pelophylax perezi;2006;1;-6,13;37,24
Pelophylax perezi;2006;1;-3,51;37,09
Pelophylax perezi;2006;1;-4,32;38,71
Pelophylax perezi;2006;1;-5,37;39,14
Pelophylax perezi;2005;6;-7,408166;39,34453
Pelophylax perezi;2018;12;-6,050625;39,9771
Pelophylax perezi;2010;5;-0,03;39,92
Pelophylax perezi;2015;5;-0,36;39,64
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2007;1;-7,581102;38,17601
Pelophylax perezi;2004;1;-8,713846;38,71137
Pelophylax perezi;2019;2;3,108187;39,79634
Pelophylax perezi;2018;2;-5,783315;37,84906
Pelophylax perezi;1990;1;-8,079708;39,56075
Pelophylax perezi;2003;4;-8,361168;39,2386
Pelophylax perezi;2006;1;-7,02;37,62
Pelophylax perezi;2004;11;-9,04742;39,44357
Pelophylax perezi;2019;1;-8,905032;37,08849
Pelophylax perezi;2006;1;-6,84;39,78
Pelophylax perezi;2020;2;-5,347153;36,76389
Pelophylax perezi;2016;4;-0,71;38,31
Pelophylax perezi;2006;1;-3,39;37
Pelophylax perezi;2007;1;-7,404768;38,3934
Pelophylax perezi;2011;11;-7,056378;38,17412
Pelophylax perezi;2005;5;-8,374731;39,37339
Pelophylax perezi;2014;3;-3,861694;36,78399
Pelophylax perezi;2008;1;-1,24;39,75
Pelophylax perezi;2017;4;-9,407065;38,78253
Pelophylax perezi;2004;4;-8,090679;39,24403
Pelophylax perezi;1990;8;-7,928703;37,35498
Pelophylax perezi;2006;1;-5,97;39,58
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2006;1;-3,51;37,18
Pelophylax perezi;2015;1;-0,8;38,41
Pelophylax perezi;2022;3;-6,5195;39,47382
Pelophylax perezi;2002;1;-7,006552;38,06395
Pelophylax perezi;2004;1;-8,592083;39,8824
Pelophylax perezi;2006;1;-6,57;37,43
Pelophylax perezi;2006;1;-6,12;37,33
Pelophylax perezi;1995;4;-8,243236;39,70045
Pelophylax perezi;2014;4;-8,648696;38,27875
Pelophylax perezi;2009;10;-0,67;38,49
Pelophylax perezi;2006;1;-4,11;39,88
Pelophylax perezi;2010;4;-4,687901;37,4833
Pelophylax perezi;2000;1;-1,32;39,33
Pelophylax perezi;2006;1;-2,83;37,81
Pelophylax perezi;2018;7;-4,705767;36,89043
Pelophylax perezi;2007;1;-7,916839;39,40659
Pelophylax perezi;2010;10;-1,84;38,84
Pelophylax perezi;2006;1;-2,59;39,97
Pelophylax perezi;2006;1;-4,76;37,8
Pelophylax perezi;1990;1;-7,739541;38,33115
Pelophylax perezi;2005;6;-8,216263;37,88771
Pelophylax perezi;2004;5;-8,449823;39,50464
Pelophylax perezi;2005;5;-8,374729;39,13621
Pelophylax perezi;1993;1;-0,77;38,24
Pelophylax perezi;2015;10;0,13;38,7
Pelophylax perezi;2006;1;-5,83;39,13
Pelophylax perezi;2016;4;-6,196294;37,75754
Pelophylax perezi;2020;10;-5,261161;36,54664
Pelophylax perezi;2006;1;-1,1;38,97
Pelophylax perezi;2002;1;-7,568889;39,67349
Pelophylax perezi;2006;1;-3,99;39,52
Pelophylax perezi;2019;7;2,756982;39,8296
Pelophylax perezi;2005;5;-7,303754;39,96081
Pelophylax perezi;2007;1;-9,330456;38,94521
Pelophylax perezi;2003;11;-7,51738;39,98326
Pelophylax perezi;1991;1;-0,39;39,32
Pelophylax perezi;2022;3;-6,028652;39,84962
Pelophylax perezi;2022;3;-8,569927;38,11329
Pelophylax perezi;2011;2;-5,772128;37,84587
Pelophylax perezi;2016;4;-6,012831;39,76934
Pelophylax perezi;2022;6;-9,153317;38,73836
Pelophylax perezi;2018;3;-4,78;37,9
Pelophylax perezi;2016;5;-6,251019;37,87204
Pelophylax perezi;2005;6;-7,381484;39,30904
Pelophylax perezi;2018;12;-6,566603;37,04685
Pelophylax perezi;2006;1;-0,07;38,77
Pelophylax perezi;2006;1;-3,51;37
Pelophylax perezi;2007;1;-8,54452;37,4355
Pelophylax perezi;2013;5;-6,03;39,76
Pelophylax perezi;1990;1;-7,779983;38,04628
Pelophylax perezi;2004;1;-7,001637;38,24409
Pelophylax perezi;1990;1;-8,635637;39,82418
Pelophylax perezi;2005;6;-8,114411;38,77079
Pelophylax perezi;2003;4;-8,971337;39,61297
Pelophylax perezi;2004;4;-8,071231;39,69981
Pelophylax perezi;1990;1;-8,065127;37,80696
Pelophylax perezi;2005;7;-8,216908;39,58546
Pelophylax perezi;2021;4;-6,894136;37,17615
Pelophylax perezi;2006;1;-1,91;38,26
Pelophylax perezi;1989;1;-0,99;38,52
Pelophylax perezi;2021;6;-7,042304;37,22092
Pelophylax perezi;2018;11;-7,141448;39,23125
Pelophylax perezi;2006;1;-5,48;38,96
Pelophylax perezi;2017;3;-5,940943;39,6641
Pelophylax perezi;2006;1;-5,38;39,23
Pelophylax perezi;2020;2;-4,510399;36,93831
Pelophylax perezi;1990;1;-8,129768;39,7361
Pelophylax perezi;1990;1;-7,986407;38,37689
Pelophylax perezi;2013;5;2,950273;39,87415
Pelophylax perezi;2006;1;-1,8;38,35
Pelophylax perezi;2006;1;-4,22;39,7
Pelophylax perezi;2017;4;-5,924955;37,87851
Pelophylax perezi;2006;1;-5,14;39,05
Pelophylax perezi;2006;1;-5,08;36,89
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2007;1;-8,420857;37,83032
Pelophylax perezi;2011;3;-4,389444;36,81796
Pelophylax perezi;2020;2;-4,292482;37,49265
Pelophylax perezi;1999;5;-0,36;38,81
Pelophylax perezi;2020;8;-4,818363;39,22161
Pelophylax perezi;2004;1;-8,14626;38,07777
Pelophylax perezi;2006;1;-4,22;39,43
Pelophylax perezi;2003;5;-7,090331;39,83507
Pelophylax perezi;2005;1;-7,077257;39,687
Pelophylax perezi;2020;2;-7,047075;37,21177
Pelophylax perezi;2006;1;-0,07;38,59
Pelophylax perezi;2006;1;-5,68;38,23
Pelophylax perezi;2013;9;-0,229156;38,90916
Pelophylax perezi;2001;1;-0,89;37,97
Pelophylax perezi;2022;4;-5,936976;37,35685
Pelophylax perezi;2003;5;-7,150996;39,99669
Pelophylax perezi;2006;1;-3,87;39,7
Pelophylax perezi;2007;1;-7,663319;37,60612
Pelophylax perezi;1990;1;-7,85273;39,60328
Pelophylax perezi;2000;1;-7,186728;39,95904
Pelophylax perezi;2021;4;-5,934129;37,35636
Pelophylax perezi;2013;4;-0,66;39,61
Pelophylax perezi;2018;12;-4,816148;37,95598
Pelophylax perezi;2004;1;-7,435071;39,33199
Pelophylax perezi;2006;5;-0,69;39,08
Pelophylax perezi;2006;1;-5,75;36,79
Pelophylax perezi;2021;8;-5,463921;36,43949
Pelophylax perezi;2004;1;-7,433057;39,42206
Pelophylax perezi;2022;5;-3,891165;36,79565
Pelophylax perezi;2016;4;-4,331829;36,96434
Pelophylax perezi;2018;5;-6,129983;39,92011
Pelophylax perezi;2006;1;-5,5;39,41
Pelophylax perezi;1989;1;-1,11;38,34
Pelophylax perezi;2008;6;-0,7;39,85
Pelophylax perezi;2020;6;-7,248864;37,62042
Pelophylax perezi;2004;6;-8,639461;39,9812
Pelophylax perezi;2011;2;-5,772429;37,8458
Pelophylax perezi;2021;6;-4,291574;36,71485
Pelophylax perezi;1992;6;-8,943448;39,25239
Pelophylax perezi;2007;1;-8,784897;39,51747
Pelophylax perezi;2006;1;-1,11;38,34
Pelophylax perezi;2010;10;-0,69;39,1
Pelophylax perezi;2006;1;-2,36;39,97
Pelophylax perezi;2021;1;-5,98;37,29
Pelophylax perezi;2004;10;-8,727147;39,99582
Pelophylax perezi;2001;1;-7,115851;38,24598
Pelophylax perezi;2022;5;-6,886616;37,57481
Pelophylax perezi;2021;2;-3,54;37,23
Pelophylax perezi;2012;6;-5,371971;36,76584
Pelophylax perezi;1997;1;-0,73;39,41
Pelophylax perezi;2005;5;-8,627924;38,58772
Pelophylax perezi;2006;1;-0,07;38,68
Pelophylax perezi;2006;1;-5,58;38,42
Pelophylax perezi;2005;5;-8,718443;38,7089
Pelophylax perezi;2006;1;-5,18;36,71
Pelophylax perezi;1997;1;-0,97;39,24
Pelophylax perezi;2007;1;-8,080791;37,43387
Pelophylax perezi;2004;1;-7,31909;39,33037
Pelophylax perezi;2003;4;-8,826884;39,52259
Pelophylax perezi;2011;4;-5,940758;39,66466
Pelophylax perezi;1990;1;-8,62961;38,15949
Pelophylax perezi;2017;2;-9,036548;38,61501
Pelophylax perezi;2011;4;-0,65;39,77
Pelophylax perezi;2021;3;-9,115756;38,57891
Pelophylax perezi;2020;10;-4,96;37,95
Pelophylax perezi;2015;5;-4,26;37,44
Pelophylax perezi;1990;1;-7,356408;39,97101
Pelophylax perezi;2016;5;-5,393266;36,58489
Pelophylax perezi;2020;9;-8,015488;38,99377
Pelophylax perezi;2010;5;-0,26;38,91
Pelophylax perezi;2006;1;-4,2;38,44
Pelophylax perezi;2015;5;-6,0904;39,9423
Pelophylax perezi;2013;5;-5,50372;36,08026
Pelophylax perezi;2018;4;-4,73;37,88
Pelophylax perezi;2010;5;-9,042521;38,61338
Pelophylax perezi;2007;1;-8,630168;37,32579
Pelophylax perezi;2008;3;-0,68;39,81
Pelophylax perezi;2013;9;-4,543736;39,79279
Pelophylax perezi;2020;6;-7,251302;37,76988
Pelophylax perezi;2004;8;-9,404455;38,80114
Pelophylax perezi;2004;4;-8,091266;39,76583
Pelophylax perezi;1997;5;-7,435071;39,33199
Pelophylax perezi;2016;8;-8,658158;37,23017
Pelophylax perezi;2007;1;-8,073767;38,26775
Pelophylax perezi;2006;1;-6,67;37,88
Pelophylax perezi;2017;5;-6,0281;39,8453
Pelophylax perezi;2005;6;-7,684154;37,93608
Pelophylax perezi;2018;6;-6,284407;37,52213
